,direccion_casa,tamaño_casa,habitaciones_casa,Precio_Casa
1538,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1539,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1540,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1541,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1542,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1543,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1544,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1545,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1546,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1547,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1548,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1549,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1550,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1551,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1552,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1553,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1554,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1555,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1556,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1557,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1558,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1559,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1560,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1561,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1562,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1563,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1564,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1565,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1566,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1567,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1568,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1569,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1570,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1571,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1572,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1573,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1574,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1575,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1576,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1577,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1578,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1579,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1580,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1581,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1582,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1583,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1584,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1585,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1586,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1587,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1588,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1589,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1590,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1591,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1592,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1593,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1594,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1595,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1596,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1597,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1598,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1599,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1600,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1601,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1602,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1603,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1604,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1605,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1606,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1607,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1608,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1609,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1610,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1611,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1612,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1613,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1614,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1615,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1616,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1617,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1618,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1619,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1620,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1621,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1622,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1623,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1624,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1625,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1626,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1627,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1628,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1629,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1630,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1631,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1632,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1633,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1634,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1635,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1636,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1637,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1638,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1639,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1640,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1641,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1642,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1643,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1644,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1645,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1646,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1647,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1648,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1649,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1650,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1651,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1652,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1653,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1654,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1655,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1656,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1657,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1658,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1659,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1660,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1661,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1662,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1663,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1664,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1665,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1666,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1667,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1668,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1669,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1670,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1671,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1672,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1673,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1674,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1675,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1676,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1677,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1678,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1679,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1680,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1681,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1682,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1683,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1684,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1685,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1686,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1687,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1688,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1689,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1690,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1691,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1692,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1693,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1694,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1695,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1696,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1697,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1698,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1699,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1700,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1701,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1702,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1703,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1704,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1705,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1706,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1707,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1708,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1709,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1710,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1711,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1712,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1713,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1714,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1715,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1716,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1717,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1718,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1719,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1720,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1721,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1722,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1723,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1724,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1725,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1726,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1727,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1728,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1729,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1730,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1731,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1732,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1733,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1734,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1735,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1736,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1737,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1738,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1739,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1740,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1741,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1742,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1743,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1744,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1745,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1746,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1747,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1748,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1749,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1750,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1751,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1752,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1753,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1754,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1755,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1756,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1757,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1758,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1759,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1760,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1761,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1762,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1763,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1764,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1765,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1766,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1767,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1768,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1769,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1770,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1771,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1772,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1773,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1774,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1775,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1776,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1777,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1778,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1779,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1780,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1781,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1782,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1783,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1784,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1785,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1786,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1787,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1788,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1789,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
1790,"Castropol, Medellín, Antioquia",203 m² cubiertos,3,850000000.0
1791,"Robledo, Medellín, Antioquia",131 m² cubiertos,4,500000000.0
1792,"El Poblado, Medellín, Antioquia",554 m² cubiertos,5,4450000000.0
1793,"Las Palmas, Medellín, Antioquia","3,000 m² cubiertos",3,4000000000.0
1794,"Belén Malibú, Medellín, Antioquia",280 m² cubiertos,3,830000000.0
1795,"Castropol, El Poblado, Medellín, Antioquia",188 m² cubiertos,4,940000000.0
1796,"Toscana, Medellín, Antioquia",216 m² cubiertos,5,495000000.0
1797,"Laureles, Medellín, Antioquia",220 m² cubiertos,7,1500000000.0
1798,"Belén Las Violetas, Medellín, Antioquia",90 m² cubiertos,3,192000000.0
1799,"San Cristóbal, Medellín, Antioquia",173 m² cubiertos,3,800000000.0
1800,"79q5+r6, Medellín, San Cristóbal, Medellin, Antioquia, Colombia, San Cristóbal, Medellín, Antioquia",130 m² cubiertos,4,360000000.0
1801,"Manrique, Medellín, Antioquia, Colombia, Manrique Oriental, Medellín, Antioquia",47 m² cubiertos,2,85000000.0
1802,"San Joaquín, Medellín, Antioquia",128 m² cubiertos,5,420000000.0
1803,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,6,7000000000.0
1804,"Carrera 75da #2b Sur, Medellín, Antioquia, Colombia, Belén La Mota, Medellín, Antioquia",74 m² cubiertos,4,381000000.0
1805,"Poblado Alto De Las Palmas, Medellín, Antioquia",432 m² cubiertos,3,3500000000.0
1806,"Robledo, Medellín, Antioquia",110 m² cubiertos,4,380000000.0
1807,"El Poblado, Medellín, Antioquia",970 m² cubiertos,7,7200000000.0
1808,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",64 m² cubiertos,3,230000000.0
1809,"El Poblado, Medellín, Antioquia",700 m² cubiertos,4,6500000000.0
1810,"Medellín, Antioquia, Colombia, Boston, Medellín, Antioquia",231 m² cubiertos,5,445000000.0
1811,"Colombia / Antioquia / La Estrella / La Ferreria, Medellín, Antioquia",77 m² cubiertos,3,230000000.0
1812,"El Poblado, Medellín, Antioquia",136 m² cubiertos,3,820000000.0
1813,"Cra. 67 #32b36, Medellín, Belén, Medellín, Antioquia, Colombia, Belén, Medellín, Antioquia",179 m² cubiertos,5,650000000.0
1814,"Calle 9a Sur #11, Medellín, Antioquia, Colombia, El Tesoro, Medellín, Antioquia",528 m² cubiertos,4,3800000000.0
1815,"El Poblado, Medellín, Antioquia",521 m² cubiertos,4,2500000000.0
1816,"Las Cometas, Aures I, Medellín, Antioquia, Colombia, Robledo, Medellín, Antioquia",89 m² cubiertos,3,298000000.0
1817,"El Poblado, Medellín, Antioquia",390 m² cubiertos,5,1750000000.0
1818,"Cl. 42 Sur #65a-70, San Antonio De Prado, Medellín, Antioquia, Colombia, San Antonio De Prado, Medellín, Antioquia",76 m² cubiertos,3,295000000.0
1819,"Buenos Aires, Medellín, Antioquia, Colombia, Buenos Aires, Medellín, Antioquia",103 m² cubiertos,3,310000000.0
1820,"Boston, Medellín, Antioquia",269 m² cubiertos,5,820000000.0
1821,"San Lucas, Medellín, Antioquia",139 m² cubiertos,3,790000000.0
1822,"Calasanz, Medellín, Antioquia",120 m² cubiertos,3,590000000.0
1823,"El Poblado/ Suroriente, Medellín, Antioquia",250 m² cubiertos,3,899900000.0
1824,"San Cristóbal, Medellín, Antioquia",200 m² cubiertos,3,790000000.0
1825,"Belén, Medellín, Antioquia",151 m² cubiertos,3,480000000.0
1826,"Las Palmas, Medellín, Antioquia",900 m² cubiertos,4,3500000000.0
1827,"El Poblado, Medellín, Antioquia",326 m² cubiertos,4,1300000000.0
1828,"Las Playas, Medellín, Antioquia",220 m² cubiertos,5,670000000.0
1829,"El Poblado, Medellín, Antioquia",360 m² cubiertos,5,1600000000.0
1830,"Las Palmas, Medellín, Antioquia",540 m² cubiertos,3,4300000000.0
1831,"San Lucas, Medellín, Antioquia",420 m² cubiertos,4,1100000000.0
1832,"El Poblado, Medellín, Antioquia",600 m² cubiertos,6,3700000000.0
1833,"Belén Miravalle, Medellín, Antioquia",160 m² cubiertos,4,700000000.0
1834,"Belén La Mota, Medellín, Antioquia",140 m² cubiertos,4,715000000.0
1835,"Poblado San Lucas, Medellín, Antioquia",231 m² cubiertos,4,1350000000.0
1836,"Belén La Palma, Medellín, Antioquia",183 m² cubiertos,4,650000000.0
1837,"Calazans, Medellín, Antioquia",195 m² cubiertos,4,980000000.0
